version,treat_year,norm_year,seller_nace4d,year,mean_share,n_cells
treat_2008,2008,2007,3030,2008,0.787612838652272,11
treat_2008,2008,2007,3030,2009,1.87827488358778,7
treat_2008,2008,2007,3030,2010,86.900610941248,6
treat_2008,2008,2007,3030,2011,6.7062509305377,7
treat_2008,2008,2007,3030,2012,3.36461694267781,8
treat_2008,2008,2007,3030,2013,3.39552899825347,8
treat_2008,2008,2007,3030,2014,1.46458034207747,8
treat_2008,2008,2007,3030,2015,3.04016488576175,8
treat_2008,2008,2007,3030,2016,3.08079962632919,8
treat_2008,2008,2007,3030,2017,3.02922808092357,8
treat_2008,2008,2007,3030,2018,3.77821016986598,7
treat_2008,2008,2007,3030,2019,4.0791166030111,6
treat_2008,2008,2007,3030,2020,4.65121868594745,5
treat_2008,2008,2007,3030,2021,3.84782139596576,6
treat_2008,2008,2007,3030,2022,3.96214377283199,6
treat_2008,2008,2007,3511,2005,8.81474784751559,121
treat_2008,2008,2007,3511,2006,1.03952853121874,161
treat_2008,2008,2007,3511,2007,0.961429736204746,165
treat_2008,2008,2007,3511,2008,31.3171261702212,124
treat_2008,2008,2007,3511,2009,36.333696925479,94
treat_2008,2008,2007,3511,2010,3.62857188856061,85
treat_2008,2008,2007,3511,2011,5.77816128151763,79
treat_2008,2008,2007,3511,2012,5.37103139025105,67
treat_2008,2008,2007,3511,2013,7.29757579126728,67
treat_2008,2008,2007,3511,2014,50.0383017045554,67
treat_2008,2008,2007,3511,2015,52.3674750409148,63
treat_2008,2008,2007,3511,2016,56.1674463278834,96
treat_2008,2008,2007,3511,2017,58.4389709643504,92
treat_2008,2008,2007,3511,2018,62.2256526162437,85
